facility_id,facility_name,facility_type,region_clean,latitude,longitude,capacity,licence_issue_date_clean,inspection_date_clean,remarks
#8083,"George, Baker and Friedman Polyclinic (St.Peter)",Clinic,St.Peter,12.745,-58.859722222222224,380.0,2020-06-30,,
HF-8084,Snyder-Salazar Polyclinic (ST.),Health Ctr.,St. James,13.07241,-59.21554,78.0,2024-12-09,2022-10-13,Follow-up 2023
203E84,Freeman Ltd Infirmary,Polyclinic,St.James,,,102.0,,2023-08-03,Follow-up 2023
NAN,"Hunt, Morris and Mills",Hosp.,St.Michael,12.95399,-58.77665,,2022-12-04,2020-07-22,Needs upgrade
#8087,Holloway Group (St),Polyclinic 🏥,St George,12.917777777777777,-58.97527777777778,192.0,2024-03-12,2021-07-09, 
NAN,Sanchez and Sons (st.),Clinic🌡️,St. James,12.89167,-58.8564,389.0,2024-06-20,2023-04-14,♥
NAN,Gibson Ltd (ST.),Hospital,St. John,,,313.0,2021-11-16,2021-11-30,Reinspection due
8090,Black-Davis Clinic (St.),,St. George,13.17,-59.126111111111115,164.0,2022-12-26,2019-10-06,-
8090,Black-Davis Clin. (St.),,St. George,13.17,-59.126111111111115,164.0,2022-12-26,2019-10-06,-
NAN,"Stevens, Schroeder and Yoder 🏥 (st.)",Polyclinic,St. John,12.82289,-58.74851,,2018-09-21,,Reinspection due
#8092,Perez-English Clinic (ST.),,St. George,13.207777777777777,-59.25972222222222,168.0,,,
HF-8093,Brock-Taylor Infirmary,Health Centre,St.Joseph,12.71352,-59.10308,484.0,2019-08-27,2023-10-02,Needs upgrade
HF-8094,"Collins,-Hall-and-Lambert (st.)",Polyclinic 🏥,St. Peter,,,,2024-09-13,2023-12-06,Reinspection due
#8095,Jones Group 🏥,Polyclinic,St. Peter,12.88662,-58.84786,435.0,2019-11-22,2020-10-16,
0BE120,Decker-Francis Health Centre,,St. Michael,,,328.0,,,
0BE120,Decker-Francis Health Centre,,St. Michael,,,328.0,,,
NAN,Reed-Russell Clinic (St.),Polyclinic,St. Michael,,,3.0,2022-05-05,2021-11-21, 
NAN,Reed-Russell Clin. (St.),Polyclinic,St. Michael,,,3.0,2022-05-05,2021-11-21, 
NAN,Moss-Fitzgerald (St.),Hospital,St. James,13.04,-58.73694444444445,447.0,2022-08-31,2023-11-03,♥
#8099,"Branch, Browning and Stewart Hosp.",,St.Michael,13.178055555555554,-59.25416666666667,,,2019-10-15, 
8100,Phillips PLC Health Centre,Polyclinic 🏥,St Peter,,,,,2024-08-01, 
8101,Gutierrez-Rojas (st.),Health Centre,St. James,,,,,2018-06-28,Follow-up 2023
NAN,Garcia Inc Clinic,CHC,St. Peter,,,500.0,2017-10-12,2020-08-16,Good
NAN,Garcia Inc Clinic,CHC,St. Peter,,,500.0,2017-10-12,2020-08-16,Good
08103,Williams-Martinez Hospital (St.),Hospital,St. James,,,,2020-09-15,,Needs upgrade
08103,Williams-Martinez Hosp. (St.),Hospital,St. James,,,,2020-09-15,,Needs upgrade
NAN,"Nixon, Jackson and Graham (st.)",Polyclinic 🏥,St. George,,,335.0,2020-11-21,,♥
CEC8A4,Harding LLC 🏥,Polyclinic 🏥,St. Peter,,,,,,Reinspection due
8106,Taylor-Smith Infirmary (st.),,St. Andrew,,,407.0,2018-06-10,2021-11-09,-
HF-8107,Gutierrez-Jackson Infirmary,Health Centre,St. Michael,-58.80409,13.00107,77.0,2022-11-23,2023-12-25,Good
#8108,Whitaker-Castillo Hosp.,Hosp.,Christ Church,,,103.0,2019-09-30,, 
#8109,Lawrence Ltd,CHC,Christ Church,12.720277777777778,-59.18472222222222,,2020-01-12,2024-01-14,
8109,Lawrence Ltd,CHC,Christ Church,12.720277777777778,-59.18472222222222,,2020-01-12,2024-01-14,
016007,Edwards-Erickson Health Centre,Clinic,St. Lucy,,,416.0,,2020-03-09,Reinspection due
NAN,"Maldonado,-Harris-and-Jackson Medical Center",,Nhoj .Ts,12.758888888888889,-59.126666666666665,381.0,,2022-11-28,
#8112,Burns-Inc Medical Center,,St. Lucy,12.71002,-59.05495,,2024-10-01,2025-02-23,Follow-up 2023
7E37C4,"Stevenson, Smith and Kramer Medical Center (ST.)",CHC,St. Peter,12.71194,-59.29913,143.0,2017-08-09,2019-06-28,-
HF-8114,Matthews PLC 🏥,Health Ctr.,St.Joseph,,,,,2025-10-06,
#8115,Taylor Group Polyclinic (St.),Health Centre,St. Andrew,,,437.0,2018-02-13,2022-09-06,♥
8115,Taylor Group Polyclinic (St.),Health Centre,St. Andrew,,,437.0,2018-02-13,2022-09-06,♥
NAN,"Gomez, Johnson and Strong 🏥 (St.)",,St. Michael,13.27095,-59.24074,113.0,2020-12-24,,
HF-8117,"Mckee,-Murphy-and-Owens Polyclinic",Clinic🌡️,St. George,,,,,,
HF-8118,"Rivers, Moore and Moore Health Centre (semaJ)",Clinic🌡️,St. James,-58.8844,12.83076,357.0,2019-10-01,,-
HF-8119,Bell LLC Hospital,Community Health Centre,St.James,13.11833,-58.72057,232.0,,2019-04-03,Reinspection due
NAN,Long Inc Polyclinic,Clinic🌡️,St. George,,,193.0,2022-04-19,,
NAN,Alexander-Stewart Infirmary (ChristChurch),Polyclinic,Christchurch,,,39.0,,2023-08-17,Reinspection due
NAN,"Walker-Simpson Clinic
NewLine",Community Health Centre,St.George,,,158.0,,,
NAN,"Walker-Simpson Clin.
NewLine",Community Health Centre,St.George,,,158.0,,,
08123,Cooper LLC Polyclinic,Polyclinic,St. Peter,12.97257,-58.94911,280.0,,,
4FB010,Obrien-Christensen Medical Center,Community Health Centre,St.Joseph,,,18.0,2020-04-11,2022-11-27,Reinspection due
#8125,Hansen-Baker Medical Center (St.),CHC,St. Peter,,,,,2018-02-15,
08126,Vasquez-Cox Clinic (St.),Community Health Centre,St. Michael,-59.19647,12.98253,,2020-05-16,2021-05-20,Reinspection due
#8127,Roberts Ltd Hosp.,Community Health Centre,St. Joseph,-59.0121,13.2082,176.0,2021-03-28,2020-12-14,
0B001D,Peterson Group 🏥 (St.James),Polyclinic 🏥,St.James,,,396.0,,2019-04-20,♥
0B001D,Peterson Group 🏥 (St.James),Polyclinic 🏥,St.James,,,396.0,,2019-04-20,♥
8129,Paul-Mclaughlin,Clinic🌡️,St. Lucy,,,402.0,2023-12-02,2018-05-10,
NAN,"Hernandez, Jones and Jackson 🏥",Clinic,St.Andrew,12.77424,-59.08354,,,,-
NAN,"Webb, Mcintosh and Jackson 🏥",Health Ctr.,St. George,12.754444444444445,-59.225,248.0,2023-12-01,2018-09-12, 
6DEBF1,Schwartz-Sanchez 🏥,CHC,St Andrew,-58.98034,13.11002,,2021-01-14,,
B4020E,Bell-Mcdaniel Hosp.,,St. James,,,308.0,,2025-08-24,
NAN,"Reyes, Stanley and Taylor Hospital (ST.)",Polyclinic,St. Peter,12.990833333333333,-59.22777777777778,,,,Reinspection due
NAN,"Reyes, Stanley and Taylor Hosp. (ST.)",Polyclinic,St. Peter,12.990833333333333,-59.22777777777778,,,,Reinspection due
HF-8135,"Garcia, Cox and Lee",,St. Peter,12.74001,-58.89423,,2020-02-29,,-
8136,Cooper-Osborne Health Centre,Community Health Ctr.,St.Peter,12.866944444444444,-59.14805555555556,210.0,2023-01-24,2023-04-10,♥
8136,Cooper-Osborne Health Centre,Community Health Ctr.,St.Peter,12.866944444444444,-59.14805555555556,210.0,2023-01-24,2023-04-10,♥
08137,Li-Brown Hospital💊,,St. Lucy,13.28418,-59.22698,,2018-07-16,2020-08-04,
08138,Stevens-Jones Hosp.©,CHC,St. George,13.260833333333334,-58.78472222222222,248.0,2022-09-18,2018-11-10, 
#8139,"May, Saunders and Branch 🏥 (Christ)",Polyclinic 🏥,Christ Church,12.89176,-58.75107,,,,Needs upgrade
#8140,Hensley-PLC Health Centre,Hospital,St. Michael,-58.94437,13.00741,,2021-12-06,2021-09-13,Reinspection due
8140,Hensley-PLC Health Centre,Hospital,St. Michael,-58.94437,13.00741,,2021-12-06,2021-09-13,Reinspection due
NAN,Decker Group Health Centre,Health Ctr.,St. George,,,,,2021-02-23,Needs upgrade
CC7D96,Miller-Lopez Polyclinic,Polyclinic,St. John,12.817222222222222,-58.93833333333333,495.0,2020-02-27,2022-08-29,
NAN,"Price-Simpson Medical Center (Christ)
NewLine",Clinic🌡️,Christ Church,,,63.0,2018-08-27,2022-05-30,-
NAN,Perry Group,Community Health Ctr.,St. George,,,,2020-01-27,2021-03-16,
#8145,Patterson-Bryant 🏥,Hospital,St Michael,,,,,,Good
08146,"Grant,-Vaughan-and-Gonzales Clinic (St.)",,St. Andrew,13.16189,-58.93237,218.0,,2022-09-26,Good
08146,"Grant,-Vaughan-and-Gonzales Clin. (St.)",,St. Andrew,13.16189,-58.93237,218.0,,2022-09-26,Good
08147,"Williams,-Wilson-and-Davis 🏥
NewLine",Community Health Ctr.,St Lucy,,,,2017-11-15,2018-09-25,♥
08147,"Williams,-Wilson-and-Davis 🏥
NewLine",Community Health Ctr.,St Lucy,,,,2017-11-15,2018-09-25,♥
08148,"Lopez, Sawyer and Green Health Centre (St)",,St George,13.18321,-59.182,3.0,2018-02-20,2022-03-08,-
08149,"Williams, Castaneda and Brown Clinic",Health Ctr.,St. George,12.987777777777778,-59.266666666666666,229.0,,2021-10-06, 
8150,Erickson PLC 🏥 (St.),Health Centre,St. James,13.0095,-58.92456,,2023-05-06,,Needs upgrade
8150,Erickson PLC 🏥 (St.),Health Centre,St. James,13.0095,-58.92456,,2023-05-06,,Needs upgrade
08151,Dixon-LLC Infirmary,Health Ctr.,St.Andrew,-59.20196,13.29551,267.0,2018-09-04,2025-05-11,Follow-up 2023
#8152,"Beltran, Simon and Carney 🏥",CHC,St. George,,,,,2019-09-12,Good
FEAA37,Spencer LLC,Hospital,St. George,13.215277777777777,-58.73277777777778,290.0,2020-10-20,,-
FEAA37,Spencer LLC,Hospital,St. George,13.215277777777777,-58.73277777777778,290.0,2020-10-20,,-
#8154,Zavala Ltd Hosp.,Health Centre,St. Lucy,12.93333,-59.288,,2017-05-16,2023-10-18,
HF-8155,"Lindsey, Griffin and Miller Infirmary (St.)",Community Health Ctr.,St. Peter,-59.03499,12.91826,,2018-10-03,2020-02-20,Reinspection due
08156,Barnes-Burns (St.),CHC,St. John,,,,2022-07-22,2025-08-12,Reinspection due
#8157,Gonzalez-Smith Hosp. (St.),Hospital,St. Andrew,13.12108,-59.20356,379.0,,2019-01-29,Reinspection due
HF-8158,Osborne-Snyder Health Centre,Health Ctr.,St. Andrew,,,,2018-06-23,2024-04-06,Follow-up 2023
NAN,"Mcguire, Martin and Davis Hosp.",Community Health Centre,St Michael,13.018333333333334,-58.98527777777778,285.0,2016-05-26,2023-08-30,♥
NAN,"Mcguire, Martin and Davis Hosp.",Community Health Centre,St Michael,13.018333333333334,-58.98527777777778,285.0,2016-05-26,2023-08-30,♥
NAN,Savage-Sanders Hosp.,Community Health Centre,St. Michael,13.12714,-59.15035,65.0,2018-02-17,2021-04-17,-
8161,Klein-Alexander Infirmary,Health Centre,St. Peter,,,43.0,2021-11-17,2021-08-10,Follow-up 2023
8162,Yang-Carr Health Centre💊,CHC,Christ Church,,,38.0,2016-04-15,2023-12-24,Needs upgrade
8163,Adams-Davis 🏥,Community Health Centre,St. Michael,12.72593,-59.11539,,2020-06-17,2025-11-21,
HF-8164,Stewart LLC,Community Health Centre,St. Joseph,,,324.0,2024-12-24,2019-03-06,Reinspection due
08165,Arnold-Horne Clinic,Community Health Centre,St. Andrew,,,414.0,2024-11-23,2022-12-19,Good
3C2BE4,Richardson-Waller (St.Joseph),,St.Joseph,,,482.0,,2024-02-23,
B3CA07,Thornton-Wood Infirmary✨,Health Ctr.,St. Lucy,13.22766,-58.9324,328.0,,,Reinspection due
8168,Waller-Moyer Medical Center,,St. James,,,421.0,2020-01-27,2023-02-22,Needs upgrade
NAN,Williams and Sons Clinic,Clinic,St.Joseph,13.027500000000002,-59.09805555555556,,2021-10-21,,
7773EE,Zimmerman-Cooke 🏥 (St.),Hospital,St. Michael,13.22492,-58.87461,,2021-11-02,2023-05-08,Follow-up 2023
#8171,Hale LLC Polyclinic (hcruhC),,Christ Church,,,,2023-07-17,2023-04-17,
8171,Hale LLC Polyclinic (hcruhC),,Christ Church,,,,2023-07-17,2023-04-17,
8172,Richards-White Health Centre (St.),Clinic,St. George,,,,,2025-08-30,Needs upgrade
8173,Davis and Sons Clinic,Polyclinic 🏥,St. Andrew,,,76.0,2018-10-03,,Reinspection due
8173,Davis and Sons Clin.,Polyclinic 🏥,St. Andrew,,,76.0,2018-10-03,,Reinspection due
NAN,Rodriguez-Cooper,Polyclinic,St.Joseph,12.836944444444445,-59.21611111111111,212.0,,,-
8175,Martinez-Rosales,Polyclinic 🏥,Christ Church,,,,2020-10-18,,♥
NAN,"Gonzales, Preston and Higgins (ST.)",,St. Lucy,,,,2017-03-31,2021-11-04,
#8177,Scott and Sons Medical Center,Health Ctr.,St. Joseph,,,262.0,2018-11-10,2023-10-25,♥
08178,"Miller, Barker and Hoffman Polyclinic (St.John)",Hospital,St.John,12.9759,-59.10802,,,2021-11-01,
#8179,Nelson-Brown Health Centre (St.Peter),Community Health Ctr.,St.Peter,,,416.0,,2023-05-28,Needs upgrade
08180,"Marsh,-Sanchez-and-Johnson Polyclinic©",Health Ctr.,St. Joseph,,,,2018-03-06,,Good
08180,"Marsh,-Sanchez-and-Johnson Polyclinic©",Health Ctr.,St. Joseph,,,,2018-03-06,,Good
D47D24,Thomas-Inc Hosp. (St.Peter),CHC,St.Peter,12.807777777777778,-58.96361111111111,,,,Reinspection due
NAN,Walsh and Sons (St.),Hosp.,St. George,,,211.0,,,Reinspection due
08183,Robinson and Sons Hospital,,St. John,13.01415,-58.9099,,2020-12-28,2019-02-25,
HF-8184,"Barton, Bryant and Smith 🏥",CHC,St. John,12.959444444444443,-59.20138888888889,314.0,2025-03-01,2019-01-18,-
8185,Wagner-Williams,Polyclinic 🏥,St.Joseph,,,,,2019-08-12,
08186,Cooper-Clark Medical Center (St.Lucy),Community Health Centre,St.Lucy,,,456.0,2021-11-21,2023-08-12,
NAN,Young Ltd,,St. Andrew,,,21.0,2019-11-22,2021-06-28,-
NAN,Smith-Randolph Health Centre (St.),Community Health Centre,St. John,13.20279,-59.09024,212.0,2024-10-12,2023-04-02,♥
HF-8189,Perry-Raymond,Community Health Ctr.,St. Andrew,13.06608,-58.75571,,2019-01-25,2022-04-04,♥
NAN,Jenkins LLC 🏥💊,Hosp.,St. James,,,34.0,,2019-05-10,Good
NAN,White Inc Health Centre (st.)✨,Clinic🌡️,St. Lucy,12.8125,-59.23972222222222,67.0,,, 
#8192,"Guerrero, Greer and Rojas Hospital",Health Ctr.,St. Michael,,,186.0,2021-11-23,,-
8192,"Guerrero, Greer and Rojas Hosp.",Health Ctr.,St. Michael,,,186.0,2021-11-23,,-
NAN,Gallagher PLC,Health Ctr.,St. Lucy,,,62.0,2023-09-03,2024-12-23,♥
NAN,Gallagher PLC,Health Ctr.,St. Lucy,,,62.0,2023-09-03,2024-12-23,♥
8194,Terry-Livingston Clinic (St.),,St. Andrew,13.269444444444446,-58.986111111111114,25.0,2017-08-06,2018-11-16,Reinspection due
8194,Terry-Livingston Clin. (St.),,St. Andrew,13.269444444444446,-58.986111111111114,25.0,2017-08-06,2018-11-16,Reinspection due
#8195,"Valenzuela, Sullivan and Marshall (St.)",Community Health Centre,St. Lucy,,,269.0,2018-01-08,2019-06-22,-
HF-8196,Black and Sons Clinic,Community Health Ctr.,Christ Church,,,,2023-06-23,2024-07-29,Reinspection due
452167,Greer LLC Clinic,Health Ctr.,St. George,,,,2023-09-23,2024-09-05,-
452167,Greer LLC Clinic,Health Ctr.,St. George,,,,2023-09-23,2024-09-05,-
NAN,Stewart-PLC,Health Centre,St.John,,,452.0,,,Reinspection due
8199,Walsh-Lam 🏥 (ycuL),Clinic,St. Lucy,,,,2020-04-01,, 
NAN,Church-Rich Polyclinic,Polyclinic,St. George,,,,2023-01-21,,
#8201,Martinez-Blake Clinic,,St. Peter,,,336.0,2018-09-21,,
#8201,Martinez-Blake Clin.,,St. Peter,,,336.0,2018-09-21,,
HF-8202,Cantrell PLC Clinic,Community Health Centre,St. Andrew,13.09689,-59.21746,378.0,2017-02-03,,-
HF-8202,Cantrell PLC Clinic,Community Health Centre,St. Andrew,13.09689,-59.21746,378.0,2017-02-03,,-
A327A2,Brown-Fox Health Centre,,Christ Church,13.150833333333333,-58.904444444444444,37.0,2016-01-05,,Reinspection due
516D70,Harris-Robertson Infirmary,Hospital,St. Michael,13.27108,-58.95426,468.0,2018-01-13,2021-04-08,
08205,Rice and Sons Health Centre,Community Health Centre,St. Lucy,13.271666666666668,-58.77583333333333,,,,Needs upgrade
76253B,Osborne-Rodriguez,Hospital,St. Joseph,-59.25366,13.02604,,,,♥
NAN,Clements-and-Sons Polyclinic (St.),Community Health Centre,St. Joseph,,,157.0,,2018-09-22,Reinspection due
8208,"Estrada, Burgess and Hernandez (St)💊",Hospital,St Joseph,13.039722222222222,-58.98083333333334,349.0,2024-03-12,2018-03-15,
8209,"Newman, Bishop and Hutchinson Medical Center",Community Health Ctr.,St. John,12.730833333333333,-59.095,198.0,2020-12-11,2024-08-23,Reinspection due
HF-8210,Morgan-Davis Polyclinic (ST.),Hosp.,St. Andrew,12.88587,-59.16276,,,,
HF-8211,Maxwell PLC Infirmary (St),Community Health Ctr.,St Andrew,13.28707,-59.02105,394.0,2023-05-28,2024-04-25,Follow-up 2023
HF-8212,"Stein,-Nguyen-and-Hernandez 🏥",Hosp.,St. John,12.78609,-59.04165,336.0,2024-04-13,2023-05-21,Needs upgrade
7498DA,Johnston Inc 🏥 (st.),CHC,St. Michael,12.78361111111111,-58.74,322.0,2023-04-10,,Reinspection due
54847A,"Flynn, Hernandez and Lucero Medical Center",Hospital,St. George,-58.88644,13.22234,,2022-11-17,,-
NAN,Greer-Braun,Hospital,St. Joseph,-59.02182,13.26846,,2017-09-24,,-
NAN,Black-Reed,Polyclinic 🏥,St. Peter,13.131666666666668,-58.763888888888886,269.0,2023-03-07,2025-01-27,Good
8217,Morton Group Hosp.,Clinic🌡️,St. Lucy,12.80187,-58.87431,,2016-04-14,2024-10-04,Follow-up 2023
HF-8218,Solomon Group 🏥,CHC,St. John,12.77009,-59.07483,313.0,2021-06-19,,♥
08219,"Tucker, Atkins and Duran",Community Health Centre,St. James,13.12983,-59.08716,,,2018-01-31,Follow-up 2023
08219,"Tucker, Atkins and Duran",Community Health Centre,St. James,13.12983,-59.08716,,,2018-01-31,Follow-up 2023
8220,Fernandez Ltd Clinic (St),Health Centre,St Andrew,13.16863,-58.73897,245.0,,, 
NAN,Mcdaniel-Douglas Medical Center (ST.),Health Ctr.,St. Andrew,-59.18819,13.14742,,2021-06-29,, 
8222,White-LLC (ChristChurch),,Christchurch,12.98183,-59.25517,,2018-06-21,,-
B8E39B,Martinez LLC Health Centre (St.),Polyclinic,St. Peter,,,183.0,2021-12-02,2025-04-23,Needs upgrade
NAN,Jackson Inc Health Centre,Clinic🌡️,St. Michael,-58.91192,12.80145,88.0,2017-07-24,2021-12-15,
HF-8225,"Howard, Brennan and Lewis",Polyclinic,St.James,,,,2025-11-29,2023-08-08,Good
84FC2F,Burns-Edwards Hosp.,Clinic🌡️,St. Joseph,13.29294,-59.11883,,2020-04-29,2021-02-23,-
8227,Grant-Vasquez Hospital (nhoJ),Hospital,Nhoj .Ts,13.043611111111112,-58.89194444444444,,2025-09-25,,Good
8227,Grant-Vasquez Hosp. (nhoJ),Hospital,Nhoj .Ts,13.043611111111112,-58.89194444444444,,2025-09-25,,Good
A97F71,Lopez-Estrada Medical Center (St.),Community Health Ctr.,St. Andrew,,,,2023-11-19,,♥
8229,"Salazar, Reynolds and Boyd",Community Health Ctr.,St. Peter,12.77409,-58.89774,383.0,2024-01-27,2022-05-21,Good
NAN,Adams Inc Clinic (St.Michael),Clinic🌡️,St.Michael,,,154.0,2023-09-29,2018-07-11,
NAN,Adams Inc Clin. (St.Michael),Clinic🌡️,St.Michael,,,154.0,2023-09-29,2018-07-11,
78F3B6,Riley PLC Health Centre,CHC,Christ Church,12.95317,-58.88023,14.0,,2019-04-28,Follow-up 2023
08232,"Smith, Robles and Reid Polyclinic (St)",Hosp.,St James,12.7311,-58.84859,258.0,2016-06-12,2019-12-12,
8233,"Rogers, Ibarra and Rivera Hosp. (christ)",,Christ Church,-59.15235,12.80682,299.0,2020-03-10,2025-06-24,Follow-up 2023
NAN,"Myers-Huang Hosp. (St)
NewLine",Hospital,St John,-59.00612,12.96012,430.0,,,Reinspection due
8235,Page Group Medical Center (st.),Hosp.,St. Lucy,-59.25939,13.01987,162.0,,,Follow-up 2023
8235,Page Group Medical Center (st.),Hosp.,St. Lucy,-59.25939,13.01987,162.0,,,Follow-up 2023
NAN,"Page, Cobb and Perry Hosp. (reteP)",CHC,St. Peter,-59.02222,13.09198,,2019-07-21,2022-09-03, 
08237,Smith-Schultz Hosp. (St.Joseph),CHC,St.Joseph,12.87372,-58.76663,464.0,2016-01-28,, 
#8238,Jensen-Johnson Medical Center,Health Centre,Christ Church,12.92901,-59.00849,401.0,2025-06-08,2025-09-09,-
8238,Jensen-Johnson Medical Center,Health Centre,Christ Church,12.92901,-59.00849,401.0,2025-06-08,2025-09-09,-
NAN,"Williams, Morales and Castillo Hospital (St.)",Polyclinic 🏥,St. Andrew,13.1875,-58.91638888888889,25.0,,2020-06-11, 
08240,Reilly-Harris Medical Center,Clinic,St. Joseph,,,204.0,2023-06-18,,-
8241,"Miller, Rodriguez and Lutz Hosp.",Community Health Centre,St. Peter,,,444.0,2020-10-07,2023-11-08,-
NAN,"Robles,-Williams-and-Miller Infirmary",Health Ctr.,St. George,13.173055555555555,-58.812777777777775,,,2022-05-09,
08243,Torres-LLC Health Centre,Hosp.,St. Lucy,13.01388888888889,-59.00111111111111,187.0,2018-08-12,2022-10-30,-
NAN,"Mccall, Smith and Smith Hospital",Hosp.,St. James,,,169.0,2018-03-27,,Follow-up 2023
NAN,"Mccall, Smith and Smith Hosp.",Hosp.,St. James,,,169.0,2018-03-27,,Follow-up 2023
65E6A2,Martinez Inc Clinic (ST.),Health Ctr.,St. Lucy,12.85819,-59.23527,,2018-01-03,2024-10-11,Reinspection due
HF-8246,"Fisher,-Molina-and-Macdonald",Community Health Centre,St.Peter,-58.92928,12.89794,93.0,,2022-04-05,♥
HF-8247,King-Benton 🏥,Community Health Centre,St. James,12.92101,-58.96109,,,2022-11-27,Follow-up 2023
NAN,"Williams, Castaneda and Zimmerman Clinic",Hosp.,St. George,,,,,, 
NAN,"Williams, Castaneda and Zimmerman Clin.",Hosp.,St. George,,,,,, 
NAN,"Moody,-Kennedy-and-Macdonald Hosp. (St.Peter)",,St.Peter,,,195.0,,2023-11-22,-
NAN,"Moody,-Kennedy-and-Macdonald Hosp. (St.Peter)",,St.Peter,,,195.0,,2023-11-22,-
8250,"Dillon,-Cortez-and-Stevenson Medical Center",Health Centre,St.Joseph,13.164166666666667,-59.230555555555554,238.0,2022-09-26,2020-02-22,
8251,"Ross, Johnson and Harrison Medical Center",,St. Andrew,-58.85049,13.25032,416.0,2021-03-04,2022-03-08, 
09964C,Conrad-Garcia,Community Health Centre,St. Andrew,,,346.0,,2022-04-17,Follow-up 2023
09964C,Conrad-Garcia,Community Health Centre,St. Andrew,,,346.0,,2022-04-17,Follow-up 2023
HF-8253,Cook-Chen Polyclinic,Hosp.,St. Andrew,13.27209,-58.90301,383.0,2022-01-10,2018-01-26, 
HF-8254,"Mcconnell,-Jones-and-Rios 🏥✨",,St. John,,,269.0,,2019-10-09,-
128B35,"Wu, Ortiz and Smith Health Centre",Polyclinic 🏥,St. Andrew,13.17066,-59.01431,170.0,2018-01-07,, 
#8256,"Smith, Farmer and Wright Clinic (ChristChurch)",Polyclinic 🏥,Christchurch,,,,2018-03-27,, 
8256,"Smith, Farmer and Wright Clin. (ChristChurch)",Polyclinic 🏥,Christchurch,,,,2018-03-27,, 
08257,Jones Inc 🏥,Clinic,Christ Church,,,,2018-04-16,2021-07-09,Reinspection due
NAN,Rocha-White Medical Center,Hosp.,St.Michael,-59.09112,12.70192,,2020-01-20,2025-09-13, 
8259,Moses and Sons Polyclinic (christ),Hosp.,Christ Church,,,322.0,2025-08-19,2023-03-11,Reinspection due
08260,"Parker, Grant and Stone",Polyclinic,St Peter,12.70558,-58.91711,416.0,2018-12-07,2019-10-30,-
08261,Reyes Group Clinic,Community Health Ctr.,St. Lucy,-58.87602,12.72326,,,,Good
NAN,"Leblanc, Larsen and Baker Hosp.",CHC,St. Lucy,-59.27698,13.25414,,,2022-06-14,Needs upgrade
8263,"Martinez, Davis and Rios 🏥",Health Ctr.,St. Joseph,,,265.0,2019-01-17,2018-09-12,
#8264,Watson-Peters Clinic,Clinic🌡️,St. John,13.11891,-58.86988,,2021-01-16,2022-02-10,Good
#8264,Watson-Peters Clin.,Clinic🌡️,St. John,13.11891,-58.86988,,2021-01-16,2022-02-10,Good
08265,"Patel, Rodriguez and Pratt 🏥 (St.)",Clinic,St. Lucy,12.81278,-59.03479,240.0,2023-07-11,2022-07-15,Follow-up 2023
8266,"Thornton,-Summers-and-White Infirmary",Polyclinic,St. George,,,125.0,2016-06-26,,
NAN,"Clark,-Estrada-and-Bartlett (St.)©",Polyclinic,St. John,-58.85909,12.80783,74.0,,2024-04-24,
4FFE63,Chan-Lee Hospital (St.James),Clinic,St.James,,,358.0,2016-12-12,2019-10-10,Reinspection due
NAN,Dean LLC Clinic,Clinic,St. Michael,13.035,-58.894444444444446,,2018-04-14,,Needs upgrade
NAN,Dean LLC Clin.,Clinic,St. Michael,13.035,-58.894444444444446,,2018-04-14,,Needs upgrade
NAN,Shea and Sons 🏥,Clinic,St.Andrew,13.222222222222223,-59.15861111111111,78.0,,2021-02-28,Follow-up 2023
HF-8271,"Lee,-Gutierrez-and-Jackson 🏥 (St.)",Hospital,St. Joseph,,,,2017-07-21,2021-11-09,-
HF-8272,Johnson PLC,,St. Michael,,,,2023-11-08,,-
#8273,"Harris, Sloan and Noble (ST.)💊",Hosp.,St. Michael,13.150555555555556,-59.06305555555555,210.0,,2018-03-30,-
08274,Carter-PLC 🏥,Community Health Centre,St. George,,,,2021-04-25,,
HF-8275,"Kennedy, Barber and Allen Health Centre (St)",Hosp.,St Lucy,,,42.0,,,Follow-up 2023
HF-8276,Soto LLC Medical Center,,St. Michael,13.136944444444444,-59.009166666666665,478.0,,,♥
08277,"Dunn, Chang and Nguyen Medical Center (werdnA)",,St. Andrew,,,200.0,,2025-01-22,Good
#8278,Bailey Group Hospital,Hosp.,St.Joseph,12.8073,-59.15895,338.0,2018-12-23,,Needs upgrade
#8278,Bailey Group Hospital,Hosp.,St.Joseph,12.8073,-59.15895,338.0,2018-12-23,,Needs upgrade
760E5E,Harris-Young Hospital,Hosp.,St. John,-58.81541,13.14255,477.0,2017-04-15,2019-06-15,♥
760E5E,Harris-Young Hospital,Hosp.,St. John,-58.81541,13.14255,477.0,2017-04-15,2019-06-15,♥
NAN,Rodriguez and Sons Hosp. (St.),Health Centre,St. Andrew,12.847777777777779,-58.92333333333333,236.0,,, 
HF-8281,Davis-Rosales,Health Ctr.,St. Andrew,,,61.0,,,-
#8282,Collins-Holland 🏥,Community Health Centre,St. James,13.086944444444445,-58.907222222222224,298.0,,2020-02-28,
8283,Jones PLC Infirmary,Polyclinic 🏥,St. Michael,,,,,2022-11-16,-
08284,"Hodge, Dawson and Morris",Health Ctr.,St. John,-59.0854,12.95476,,2020-11-10,2024-01-16,-
08285,Gomez-LLC Infirmary,Hosp.,St.James,,,390.0,,2018-04-09,Good
#8286,"Hernandez, Campbell and Dunn Polyclinic",Polyclinic,St. Lucy,-59.27448,13.07184,482.0,,,Reinspection due
